592235015	93	1	235A011	01	0	1	80                          	3                           	碩士論文(一)	
592235015	93	1	235A012	01	0	1	85                          	3                           	碩士論文(二)	
592235016	93	1	235A005	01	0	1	72                          	3                           	應用數值分析	
592235016	93	1	235A006	01	0	1	81                          	3                           	震波測勘學	
592235016	93	1	235A011	01	0	1	80                          	3                           	碩士論文(一)	
592235017	93	1	235A005	01	0	1	77                          	3                           	應用數值分析	
592235017	93	1	235A006	01	0	1	78                          	3                           	震波測勘學	
592235017	93	1	235A011	01	0	1	80                          	3                           	碩士論文(一)	
592235019	93	1	235A005	01	0	1	75                          	3                           	應用數值分析	
592235019	93	1	235A006	01	0	1	70                          	3                           	震波測勘學	
592235020	93	1	235A005	01	0	1	74                          	3                           	應用數值分析	
592235020	93	1	235A006	01	0	1	81                          	3                           	震波測勘學	
592235021	93	1	235A005	01	0	1	89                          	3                           	應用數值分析	
592235021	93	1	235A006	01	0	1	83                          	3                           	震波測勘學	
592235021	93	1	235A011	01	0	1	80                          	3                           	碩士論文(一)	
592235021	93	1	235A012	01	0	1	85                          	3                           	碩士論文(二)	
592235022	93	1	235A005	01	0	1	78                          	3                           	應用數值分析	
592235022	93	1	235A006	01	0	1	79                          	3                           	震波測勘學	
592235022	93	1	235A011	01	0	1	80                          	3                           	碩士論文(一)	
592235023	93	1	235A005	01	0	1	85                          	3                           	應用數值分析	
592235023	93	1	235A006	01	0	1	84                          	3                           	震波測勘學	
592235023	93	1	235A011	01	0	1	80                          	3                           	碩士論文(一)	
592235024	93	1	235A005	01	0	1	83                          	3                           	應用數值分析	
592235024	93	1	235A011	01	0	1	80                          	3                           	碩士論文(一)	
592235025	93	1	235A005	01	0	1	77                          	3                           	應用數值分析	
592235025	93	1	235A006	01	0	1	88                          	3                           	震波測勘學	
592235025	93	1	235A011	01	0	1	80                          	3                           	碩士論文(一)	
592320001	93	1	320A005	01	0	2	82                          	3                           	勞資爭議處理個案分析	
592320001	93	1	320A006	01	0	2	90                          	3                           	工作社會學	
592320002	93	1	320A005	01	0	2	83                          	3                           	勞資爭議處理個案分析	
592320002	93	1	320A006	01	0	2	88                          	3                           	工作社會學	
592320003	93	1	320A005	01	0	2	90                          	3                           	勞資爭議處理個案分析	
592320003	93	1	320A017	01	0	1		3                           	碩士論文(一)	
592320004	93	1	320A006	01	0	2	90                          	3                           	工作社會學	
592320004	93	1	320A012	01	0	2	89                          	3                           	勞工政策	
592320004	93	1	320A017	01	0	1		3                           	碩士論文(一)	
592320005	93	1	320A012	01	0	2	89                          	3                           	勞工政策	
592320006	93	1	320A005	01	0	2	87                          	3                           	勞資爭議處理個案分析	
592320006	93	1	320A006	01	0	2	88                          	3                           	工作社會學	
592320007	93	1	320A005	01	0	2	89                          	3                           	勞資爭議處理個案分析	
592320007	93	1	320A006	01	0	2	90                          	3                           	工作社會學	
592320008	93	1	320A005	01	0	2	87                          	3                           	勞資爭議處理個案分析	
592320008	93	1	320A006	01	0	2	90                          	3                           	工作社會學	
592320009	93	1	320A006	01	0	2	92                          	3                           	工作社會學	
592320010	93	1	320A005	01	0	2	89                          	3                           	勞資爭議處理個案分析	
592320010	93	1	320A006	01	0	2	88                          	3                           	工作社會學	
592320011	93	1	320A006	01	0	2	90                          	3                           	工作社會學	
592320011	93	1	320A017	01	0	1		3                           	碩士論文(一)	
592320012	93	1	320A005	01	0	2	85                          	3                           	勞資爭議處理個案分析	
592320012	93	1	320A006	01	0	2	90                          	3                           	工作社會學	
592320013	93	1	320A005	01	0	2	81                          	3                           	勞資爭議處理個案分析	
592320013	93	1	320A006	01	0	2	88                          	3                           	工作社會學	
592320014	93	1	320A005	01	0	2	88                          	3                           	勞資爭議處理個案分析	
592320014	93	1	320A006	01	0	2	90                          	3                           	工作社會學	
592320015	93	1	320A005	01	0	2	89                          	3                           	勞資爭議處理個案分析	
592320015	93	1	320A006	01	0	2	88                          	3                           	工作社會學	
592320016	93	1	320A005	01	0	2	81                          	3                           	勞資爭議處理個案分析	
592320016	93	1	320A006	01	0	2	88                          	3                           	工作社會學	
592320017	93	1	320A005	01	0	2	87                          	3                           	勞資爭議處理個案分析	
592320017	93	1	320A006	01	0	2	90                          	3                           	工作社會學	
592320017	93	1	320A017	01	0	1		3                           	碩士論文(一)	
592320018	93	1	320A005	01	0	2	87                          	3                           	勞資爭議處理個案分析	
592320018	93	1	320A006	01	0	2	90                          	3                           	工作社會學	
592320018	93	1	320A017	01	0	1		3                           	碩士論文(一)	
592320019	93	1	320A005	01	0	2	87                          	3                           	勞資爭議處理個案分析	
592320019	93	1	320A006	01	0	2	90                          	3                           	工作社會學	
592320019	93	1	320A017	01	0	1		3                           	碩士論文(一)	
592320020	93	1	320A005	01	0	2	86                          	3                           	勞資爭議處理個案分析	
592320020	93	1	320A006	01	0	2	90                          	3                           	工作社會學	
592320020	93	1	320A017	01	0	1		3                           	碩士論文(一)	
592320021	93	1	320A005	01	0	2	83                          	3                           	勞資爭議處理個案分析	
